item-name	item-description	listing-id	seller-sku	price	quantity	open-date	image-url	item-is-marketplace	product-id-type	zshop-shipping-fee	item-note	item-condition	zshop-category1	zshop-browse-path	zshop-storefront-feature	asin1	asin2	asin3	will-ship-internationally	expedited-shipping	zshop-boldface	product-id	bid-for-featured-placement	add-delete	pending-quantity	fulfillment-channel	Business Price	Quantity Price Type	Quantity Lower Bound 1	Quantity Price 1	Quantity Lower Bound 2	Quantity Price 2	Quantity Lower Bound 3	Quantity Price 3	Quantity Lower Bound 4	Quantity Price 4	Quantity Lower Bound 5	Quantity Price 5	merchant-shipping-group
Plush Dinosaur House with Dinosaurs - Five (5) Stuffed Animal Dinosaur in Pla...		0719QREW73M	7166di	27		2016-07-19 08:21:33 PDT		y	1			11				B001Q8VPS6			1	N		B001Q8VPS6				AMAZON_NA													Default Amazon Template
Plush Unicorn Castle with Animals - Five (5) Stuffed Animal Unicorns in Play ...		0719QRH61UY	7166ho	27		2016-07-19 08:31:09 PDT		y	1			11				B0021GBBFE			1	N		B0021GBBFE				AMAZON_NA													Default Amazon Template
Plush Noah's Ark with Animals - Six (6) Stuffed Animals (Lion, Zebra, Tiger, ...		0719QRH4HPA	7166no	27		2016-07-19 08:30:27 PDT		y	1			11				B000OUZC18			1	N		B000OUZC18				AMAZON_NA													Default Amazon Template
Plush Treehouse with Animals - Five (5) Stuffed Forest Animals		0719QRH77IY	7166tr	27		2016-07-19 08:31:59 PDT		y	1			11				B002M5JI0E			1	N		B002M5JI0E				AMAZON_NA													Default Amazon Template
Made in Nature 100% Organic Usda Dried & Unsulfured Mangos ~ 28 Ounces (794g)		0606QE6IZNY	720379504090	25.99		2016-06-05 17:59:27 PDT		y	1			11				B00FWG2XZM			1	N		B00FWG2XZM				AMAZON_NA													Default Amazon Template
Puzzled Dolphin Refrigerator Bobble Eye Magnet (Set of 4)		0829O14PW9Y	7503	17.71	0	2014-08-29 11:07:56 PDT		y	1			11				B0089882C8			1	N		B0089882C8			0	DEFAULT													Default Amazon Template
Cosequin DS Plus MSM Joint Health Supplement for Dogs - 180 Chewable Tablets		0606QGWXQ44	755970407204	49.64		2016-06-06 14:59:27 PDT		y	1			11				B004C2TPB2			1	N		B004C2TPB2				AMAZON_NA													Default Amazon Template
Kirkland Coarse Malabar Pepper-12.7 oz		0606QH46V2A	7H-NDRM-X0B3	12.14		2016-06-06 15:56:19 PDT		y	1			11				B005ECO8VG			1	N		B005ECO8VG				AMAZON_NA													Default Amazon Template
BIN587808 - Classic Colors Washable Waterbased Markers		1102P4VJERY	7S-29L2-JLHY	2.75	0	2015-11-02 10:59:33 PST		y	1			11				B0017GM4WI			1	N		B0017GM4WI			0	DEFAULT													Default Amazon Template
Takeya Stainless Steel Double Wall Insulated Water Bottle Twin Pack Teal / Si...		0606QE6JC0Y	885395100722	50		2016-06-05 18:02:20 PDT		y	1			11				B01EL2SDUQ			1	N		B01EL2SDUQ				AMAZON_NA													Default Amazon Template
Jerky Treats Tender Strips Dog Snacks Lamb, 60 oz(3.75 lb)		0606QH31TPA	8D-MIQ5-THQJ	16.4		2016-06-06 15:48:07 PDT		y	1			11				B00DZU5J5S			1	N		B00DZU5J5S				AMAZON_NA													Default Amazon Template
Kirkland Bacon Crumbs-20 oz		0606QH2SEP4	8K-3UXD-WPLZ	18.08		2016-06-06 15:44:32 PDT		y	1			11				B0027EL85S			1	N		B0027EL85S				AMAZON_NA													Default Amazon Template
Kirkland Signature Canola Oil Cooking Spray, 34 Ounce		0606QH347NG	9K-D2ML-CSZ5	15.99		2016-06-06 15:49:24 PDT		y	1			11				B00OY89OE2			1	N		B00OY89OE2				AMAZON_NA													Default Amazon Template
Hamilton Beach 40989e Stainless Steel Electric Cordless Kettle 7.2 CUP (1.7 l...		0630Q5XT9C4	9Y4-XFH-UT8	35		2016-06-30 14:03:00 PDT		y	1			11				B00MU51JLW			1	N		B00MU51JLW				AMAZON_NA													Default Amazon Template
Amazing Odyssey Garlic Press Aluminum Ginger Crusher	The unique head and handle construction provide a mechanical advantage that reduce the force required to crush ginger or garlic cloves. Crushes several cloves of garlic with one easy press. Ergonomic handle for better leverage and easy squeezing. Aluminum construction. Perfect for mashing fresh garlic or ginger into a fine paste for sauces, dressings, or marinades.	0720PRSF7ZG	ALI 1829796820	7.99	0	2015-07-20 14:52:34 PDT		y	3			11				B0125KHLS6			1	N		796762238217			0	DEFAULT													Default Amazon Template
Amazing Odyssey Squirrel Tea Infuser Tea Silicon (Orange)	If you’re looking for a nifty tea infuser that gets it right each and every time, then you should go ahead and buy this lovely squirrel tea infuser. The tea leaves go into the tail which can then be twisted around and immersed in a cup of warm water. The squirrel perches on the rim of the cup while you brew your beverage to perfection. This infuser is not only reusable but also versatile – it can infuse all kinds of herbal decoctions too such as verbena, chamomile, jasmine tea and the like. It makes for a really cute addition to your kitchen.	0722PWOFKYS	Ali 32388108779 Orange	7.75	0	2015-07-22 14:21:26 PDT		y	3			11				B012BQ8ZQG			1	N		796762238231			0	DEFAULT													Default Amazon Template
Disney Frozen Magiclip Anna Doll		0606QGY8QUG	B1-4ZIA-IY0V	5.75	0	2016-06-06 15:11:55 PDT		y	1			11				B00C6Q9VLK			1	N		B00C6Q9VLK			0	DEFAULT													Default Amazon Template
Kirkland Signature TUSCAN EV OLIVE OIL		0701Q723Y24	BHQ-GJK-S83	24.99		2016-06-30 18:38:49 PDT		y	1			11				B003FGTTUI			1	N		B003FGTTUI				AMAZON_NA													Default Amazon Template
La Tourangelle Roasted Walnut Oil (1000mL)		0721Q5ZUGMG	C8-DK0R-2B1S	16.95		2016-07-21 15:32:23 PDT		y	1			11				B005WXMRW4			1	N		B005WXMRW4				AMAZON_NA													Default Amazon Template
Kashi Organic Promise Sprouted Grains 100% Whole Grain Flakes 28.8 oz - 2 Bags		0605QDZ97XS	Costco-945821	23.05		2016-06-05 16:00:16 PDT		y	1			11				B00SM0PY3S			1	N		B00SM0PY3S				AMAZON_NA													Default Amazon Template
SONOMA CREAMERY parmesan crisps crunchy real cheese snack		0721Q5U4G9A	DI-4XSW-5883	21.99		2016-07-21 15:11:42 PDT		y	1			11				B01GPMRE50			1	N		B01GPMRE50				AMAZON_NA													Default Amazon Template
Sony MPF920 1.44MB 3.5" Internal Floppy Disk Drive (Black)		0304QG8F55S	E3-A3ST-EQBL	10	0	2016-03-04 11:09:52 PST		y	1			1				B003AXXO0C			1	N		B003AXXO0C			0	DEFAULT													Default Amazon Template
Fat Brain Toy Co Reptangles		1213O8LA4IY	FAT BRAIN FA042-1	25	0	2014-12-12 18:48:05 PST		y	1			11				B00392NSQ4			1	N		B00392NSQ4			0	DEFAULT													Default Amazon Template
Fat Brain Toy Co Ivan's Hinge		0107P5GM6B4	FAT BRAIN FA056-1	10.95	0	2015-01-07 12:44:02 PST		y	1			11				B004HFT73A			1	N		B004HFT73A			0	DEFAULT													Default Amazon Template
Paradox Box		0107P5G1L5G	FAT BRAIN FA075-1	31	0	2015-01-07 12:34:08 PST		y	1			11				B007DTEEBM			1	N		B007DTEEBM			0	DEFAULT													Default Amazon Template
Cheese Louise		0107P5GEBJY	FAT BRAIN FA085-1	12.95	0	2015-01-07 12:40:35 PST		y	1			11				B00DDNGX8O			1	N		B00DDNGX8O			0	DEFAULT													Default Amazon Template
Yottsugo	A new type of word puzzle - YOTTSUGO leaves the challenge level up to you! YOTTSUGO contains everything you&apos;ve ever wanted in a puzzling word game. A genius vocabulary isn’t needed to play. All the word solutions in the 40 puzzles are words you might use on a daily basis. For folks in ball hats and intellectuals grounded in academia - YOTTSUGO is more fun than you can shake a stick at. Tiles in view and Clue Books nearby should you need them, use 16 letter tiles to create eight words that fit together both vertically and horizontally. Take a peek at a clue if you&apos;d like - or give it a go cold. Maybe you&apos;ll warm up to the solution quick and every tile will fit. Or, maybe not... At an impasse, a standstill - a no-way-out woeful dead end? You may decide to open the nifty flap to reveal Clue #1. Oh sweetness. The clue just saved your bacon. Now you&apos;re cooking again! Think, rearrange the tiles again, think some more. Nothing. Still Nothing. More Nothing. Snatch yourself from the jaws of impossibility and open the second nifty flap for Clue #2! Three nifty flaps can be opened for a new clue whenever your mind shouts out for mercy. No accidentally seeing a solution until you&apos;re ready - this word game allows you to push the limits of your stamina and word wizardry! If you’re a word lover, or not so much, either way - you’re in for a delightful surprise.	0107P5GPX6Y	FAT BRAIN FA086-1	30	0	2015-01-07 12:45:57 PST		y	1			11				B00DDNGYBK			1	N		B00DDNGYBK			0	DEFAULT													Default Amazon Template
Peek-A-Doodle Doo	The find and hide game of chickens and eggs! Cluck! Cluck! What an “egg-cellent” memory you have! A “My First Game” for your clever little farmer. With constant motion, Peek-A-Doodle Doo engages your child&apos;s memory and concentration in a farm fresh way! Part 1: Cluck! Find the Eggs! Can you rule the roost? Collect all twelve eggs and return them to the crate. Choose carefully little farmer. Keep an eye on your fellow players and where they are moving their chickens. Part 2: Cluck, Cluck! Hide the Eggs! Next, players take turns removing an egg from the egg crate, placing it on an empty nest, and then moving a chicken to cover the egg. Play continues until all 12 eggs are covered by chickens. Scoring (No fowl play...) One wrong move could ruffle your feathers... If a player selects an incorrect chicken, they move their colored egg to the next cracked egg in their scoring nest&apos;s cracking egg progression. Too many moves and CRACK! You&apos;re out of CLUCK! The winning player is the one with the most complete eggshell in their scoring nest when all the eggs are covered. Off you go, little farmers! Fidgety chickens are wondering who&apos;ll rule the roost... Peek-A-Doodle Doo A charming and delightful “My First Game” for children Improve concentration and memory skills Fast-moving fun; game pieces are in constant motion! First, use memory to collect all 12 eggs and return them to the crate Then, use memory to cover all 12 eggs by chickens Free range chickens feature fun rubbery beaks, combs and tails Components of silicone rubber, plastic, reinforced printed cardboard 15 Nests, 12 Chickens, 12 White Eggs, 4 Scoring Eggs – Red, Yellow, Blue, Orange, 4 Scoring Nests Fully safety tested Game Rules Included Guaranteed fun	1216OEK07AY	FAT BRAIN FA093-1	18.95	0	2014-12-16 10:00:10 PST		y	1			11				B00KXV93H2			1	N		B00KXV93H2			0	DEFAULT													Default Amazon Template
Fat Brain Toys Squigz- Benders Building Kit	Introducing Squigz Benders! Playful curiosity. It&apos;s got new legs. Fun is off and running with Squigz Benders! Squigz Benders join Squigz imaginative construction. These Fun Little Suckers bend, twist and loop their way into creative play! Apply pressure to two Squigz. Air rushes out and the fun rushes in! Connecting to each other and to any solid, non-porous surface - Squigz are a species all their own. They flex. They stick. They suck people into creativity. Once they take hold, it takes some pull to separate them. When Squigz POP! in protest - you’ll have to admit… your hands and ears are shamelessly delighted! Squigz and their new contortionist sidekicks, the Benders, stretch creativity farther. See aliens&apos; legs stretch to unknown lands, whirling lassos, wearable goggles, Suess-like contraptions, and new innovations in pet harnesses. Squigz and Squigz Benders are scientific sorts - always up for playful experimentation and defying gravity - sticking to bathtubs, windows, school lockers, tabletops, and office desktops. (And they are mannerly guests too - never leaving a trace of their presence.) Fun little suckers. Squigz Benders bend over backward to accommodate imagination! Squigz Benders New Squigz Benders with Original Squigz! Encourages creativity, fine motor skills, interaction, playful experimentation Provides relaxation and sensory stimulation Pieces connect easily and POP! Apart Benders flex, bends, and hold shape Gratifying fun for bathtub, walls, windows, school lockers, tabletops, desktops Flexible, pleasantly pliable Generously-sized components High quality silicone rubber Leaves no residue or marks on surfaces Includes 12 Benders: 6 Blue Benders (4 inches), 6 Green Benders (6 inches) Includes 6 Original Squigz: Pip, Gobnob, Skootch, Yoink, Wonkity, Zorbit Enjoyment for a wide range of ages	0923O2ZN45A	FAT BRAIN FA098-1	21.95	0	2014-09-23 09:52:37 PDT		y	1			11				B00KXV969C			1	N		B00KXV969C			0	DEFAULT													Default Amazon Template
Fat Brain Toys Swingy Thing Novelty		0709P5MZ7OA	FAT FA103-1	12.95	0	2015-07-09 11:38:39 PDT		y	1			11				B00T8HVZDM			1	N		B00T8HVZDM			0	DEFAULT													Default Amazon Template
WOO! Game		1101P1AULAM	FAT FA104-1	15.94	0	2015-11-01 15:15:22 PST		y	1			11				B00T8HW306			1	N		B00T8HW306			0	DEFAULT													Default Amazon Template
Neck of the Woods		0709P5MVTFG	FAT FA105-1	29.34	0	2015-07-09 11:37:19 PDT		y	1			11				B00T8HW5VS			1	N		B00T8HW5VS			0	DEFAULT													Default Amazon Template
365 Everyday Value® Coconut Oil Extra Virgin Organic Unrefined (14 Fl Oz)		0618QUILXOS	FF0-6CG-09D	16.3		2016-06-17 19:44:36 PDT		y	1			11				B00KK679FS			1	N		B00KK679FS				AMAZON_NA													Default Amazon Template
Kirkland Signature Dental Chews 72 Dog Treats		0606QH4FBEY	FR-MNNB-O6ZB	33		2016-06-06 16:00:09 PDT		y	1			11				B0170ORA42			1	N		B0170ORA42				AMAZON_NA													Default Amazon Template
Organic Creamy Peanut Butter 2 - 28oz Jars		0606QH4ST1G	HJ-ACDR-H5U8	17.79		2016-06-06 16:03:32 PDT		y	1			11				B004W9H7I8			1	N		B004W9H7I8				AMAZON_NA													Default Amazon Template
McCormick Gourmet Bruschetta seasoning mix, sweet basil & oregano, 19-oz., pl...		0606QH4GN1Y	HN-ZI02-0RRX	16.99		2016-06-06 16:00:28 PDT		y	1			11				B00YPVSDOU			1	N		B00YPVSDOU				AMAZON_NA													Default Amazon Template
Kashi Chocolate Almond & Sea Salt with Chia Chewy Granola Bars. Total 35 Bars...		0619QZGFU6M	HQ-X3UI-KE82	19.24		2016-06-19 13:23:51 PDT		y	1			11				B00JEIVP26			1	N		B00JEIVP26				AMAZON_NA													Default Amazon Template
McCormick Premium Taco Seasoning, 24-Ounce		0606QH4BUZS	IF-EETJ-DN9O	12.3		2016-06-06 15:59:09 PDT		y	1			11				B005IVPFV0			1	N		B005IVPFV0				AMAZON_NA													Default Amazon Template
Hellmanns Real Mayonnaise - 64 oz. jar		0630Q2IXC4S	IOA-TWJ-HC3	14		2016-06-30 00:02:11 PDT		y	1			11				B001YJDPIK			1	N		B001YJDPIK				AMAZON_NA													Default Amazon Template
Crayola Washable Markers, Broad Point, Classic Colors, 8/Pack (58-7808)		0726QRSL6VG	J7-MAB1-QKPK	6.99		2016-07-25 18:24:12 PDT		y	1			11				B002XK0MBM			1	N		B002XK0MBM				AMAZON_NA													Default Amazon Template
Annies Home Grown Organic Mac and Cheese, 12 Count		0606QE6K1P4	K3-AH4P-N05K	23.76		2016-06-05 18:07:57 PDT		y	1			11				B00WUVK4DU			1	N		B00WUVK4DU				AMAZON_NA													Default Amazon Template
Wholesome Sweeteners Organic Light Brown Sugar, 6 Pound		0721Q60CTPM	LA-SLKD-6D7Q	30.99		2016-07-21 15:35:34 PDT		y	1			11				B00QJLTHWG			1	N		B00QJLTHWG				AMAZON_NA													Default Amazon Template
Pedigree Dentastix Variety Pack (51 Treats) 3 Flavors		0630Q2IJ7W4	M6-6TUT-2TS9	22.97		2016-06-29 23:54:14 PDT		y	1			11				B00KSCE696			1	N		B00KSCE696				AMAZON_NA													Default Amazon Template
Quantum LTO Ultrium 4 WORM Tape Cartridge MR-L4MQN-02		1224PP72K0A	MR-L4MQN-02	10.99	0	2015-12-24 09:14:01 PST		y	1			11				B0087PCCY2			1	N		B0087PCCY2			0	DEFAULT	19.99	percent	10	75									Default Amazon Template
Flintstones Gummies Complete-children's Multivitamin , 250 Gummies with More D3		0721Q5TTIY4	MU-Q9LM-W476	23		2016-07-21 15:07:56 PDT		y	1			11				B00C6AA0MU			1	N		B00C6AA0MU				AMAZON_NA													Default Amazon Template
Tabasco Original Sauce, Pepper, 12 Ounce		0606QH3YNKS	N5-0MVP-IW83	11.95		2016-06-06 15:54:57 PDT		y	1			11				B0004LZSYS			1	N		B0004LZSYS				AMAZON_NA													Default Amazon Template
Perky Jerky Ultra Premium Turkey Jerky 1 - 14 Oz. Pack - Original		0606QH5CQDM	N9-E9K8-2I5T	21.99		2016-06-06 16:10:56 PDT		y	1			11				B00KPCP5VM			1	N		B00KPCP5VM				AMAZON_NA	22.22	percent	2	2	4	5							Default Amazon Template
Urbani White Truffle Oil 250ml		0606QH5EDWY	NJ-VQAB-PBYY	18.5		2016-06-06 16:12:41 PDT		y	1			11				B00872Q0E8			1	N		B00872Q0E8				AMAZON_NA													Default Amazon Template
Nickelodeon, Paw Patrol - Plush Pup Pals- Marshall		1214PMF9LJ4	NJ-ZER2-P50U	6.62		2015-12-14 14:21:10 PST		y	1			11				B00ITOB3FU			1	N		B00ITOB3FU				AMAZON_NA													Default Amazon Template
Kirkland Signature Aged Balsamic Vinegar, 1-liter (33.8 Fl Oz.) (1 Bottle)		0623QDGX4CA	R8E-LC8-QCB	29.48		2016-06-23 15:07:05 PDT		y	1			11				B013XTHODK			1	N		B013XTHODK				AMAZON_NA													Default Amazon Template
Tassos Double Stuffed Jalapeno-garlic Super Mammoth Greek Olives, 35.27 Oz		0630Q2H86A4	RPI-NM4-3QN	22.25		2016-06-29 23:32:32 PDT		y	1			11				B00NLVLS2E			1	N		B00NLVLS2E				AMAZON_NA													Default Amazon Template
Tiesta Tea, Immunity Fireberry, 1.00 Pound		0721Q5Z4R8A	S6-4ISX-B0RX	28.66		2016-07-21 15:29:51 PDT		y	1			11				B00T3B2W9E			1	N		B00T3B2W9E				AMAZON_NA													Default Amazon Template
Spin Master Games - Boom Boom Balloon Board Game		1030PU1Y57S	SPIN MASTER 6021932	9.89		2015-10-30 13:59:24 PDT		y	1			11				B00CNNPPV6			1	N		B00CNNPPV6				AMAZON_NA													Default Amazon Template
Kinetic Sand 2 LB Pack Neon Blue		1028PMZTJ0A	SPIN MASTER 6024037-Blue	24	0	2015-10-28 16:47:39 PDT		y	1			11				B00NO6YR3I			1	N		B00NO6YR3I			0	DEFAULT													Default Amazon Template
Kinetic Sand 2 LB Pack Neon Green		1028PMZVGYM	SPIN MASTER 6024037-green	25		2015-10-28 16:48:19 PDT		y	1			11				B00NO6WKMS			1	N		B00NO6WKMS				AMAZON_NA													Default Amazon Template
Kinetic Sand 2 LB Pack Neon Pink		1028PMZS4R4	SPIN MASTER 6024037-pink	20		2015-10-28 16:46:46 PDT		y	1			11				B00NO6L97A			1	N		B00NO6L97A				AMAZON_NA													Default Amazon Template
Kinetic Sand 2 LB Pack Neon Purple		1028PMZPZUS	SPIN MASTER 6024037-purple	20		2015-10-28 16:45:20 PDT		y	1			11				B00NO719ME			1	N		B00NO719ME				AMAZON_NA													Default Amazon Template
Kinetic Sand Sand Tray - Assorted Colors		1028PN00NUY	SPIN MASTER 6024145	12.86		2015-10-28 16:52:00 PDT		y	1			11				B00OBY0Z9M			1	N		B00OBY0Z9M				AMAZON_NA													Default Amazon Template
Nooni's Almond Dark Chocolate Biscotti: 25 Count, 2lb,1.25 oz (943 g)		0630Q64SMSY	ULA-SEL-49O	18.49		2016-06-30 14:39:21 PDT		y	1			11				B00O3I9M4K			1	N		B00O3I9M4K				AMAZON_NA													Default Amazon Template
ZURU Bunch O Balloons, Fill in 60 Seconds, 350 Water Balloons, 20" Water Ball...		0617QU9IJZS	Z1H-O1X-0Y9	36		2016-06-17 16:33:36 PDT		y	1			11				B01DR8J5PM			1	N		B01DR8J5PM				AMAZON_NA													Default Amazon Template
Squigz(TM) Benders		0223PO2RD9M	benders	22.53	0	2015-02-23 09:57:44 PST		y	1			11				B00MU2C8FG			1	N		B00MU2C8FG			0	DEFAULT													Default Amazon Template
The Honest Company Honest Mineral Sunscreen Lotion SPF 50 2-pack 3.0oz		0726QRUEJTA	cst 1018918	17.99		2016-07-25 18:35:46 PDT		y	1			11				B01EIJC146			1	N		B01EIJC146				AMAZON_NA													Default Amazon Template
Knott's Berry Farm Raspberry Shortbread -36/2oz		0704QNFOAV4	cst 1021622	20		2016-07-04 11:09:01 PDT		y	1			11				B0017ZBT6Q			1	N		B0017ZBT6Q				AMAZON_NA													Default Amazon Template
Rubbermaid FreshWorks Produce Saver with Fresh Vent (3-Pack)		0629Q04GO0S	cst 1023116	43.15		2016-06-29 09:16:00 PDT		y	1			11				B01FCR7MYM			1	N		B01FCR7MYM				AMAZON_NA													Default Amazon Template
Contigo Kids 2 pack Autospout Water Bottles		0721Q5U5E9G	cst 1026355	23.99		2016-07-21 15:12:12 PDT		y	1			11				B01H30OGSQ			1	N		B01H30OGSQ				AMAZON_NA													Default Amazon Template
Chosen Foods Avocado Oil Mayo, 24 Ounce		0711QKA673A	cst 1043469	17.99		2016-07-10 19:06:02 PDT		y	1			11				B01BKJW2AU			1	N		B01BKJW2AU				AMAZON_NA													Default Amazon Template
Kirkland Signature Organic Virgin Coconut Oil Cold Pressed Unrefined, 84 Fl Oz		0617QU3MKGS	cst 1045706	31.99		2016-06-17 14:08:25 PDT		y	1			11				B01EGAYK0U			1	N		B01EGAYK0U				AMAZON_NA													Default Amazon Template
Reduce COLD-1 Insulated Steel Tumbler 34 oz 2 Packs		0629Q03F0K4	cst 1050142	44		2016-06-29 09:04:12 PDT		y	1			11				B01H9SC0DK			1	N		B01H9SC0DK				AMAZON_NA													Default Amazon Template
Beano Gas Relief Digestion (150 tablets) (150 tablets (1 bottle))		0704QMOQ9RY	cst 1053478	16.75		2016-07-04 09:18:35 PDT		y	1			11				B01F9DT5GM			1	N		B01F9DT5GM				AMAZON_NA													Default Amazon Template
McClure's Pickles Pickles-Sweet and Spicy-32 oz		0711QJZNLGM	cst 1054022	24.99		2016-07-10 18:32:48 PDT		y	1			11				B00GWTXYQ0			1	N		B00GWTXYQ0				AMAZON_NA													Default Amazon Template
Kirkland Signature Rwandan Whole Bean Dark Roast Coffee, 3 Pound		0613QC9LYMG	cst 120300	26.12		2016-06-13 09:39:35 PDT		y	1			11				B0036FOV2O			1	N		B0036FOV2O				AMAZON_NA	27.70	percent	2	3									Default Amazon Template
Nongshim Udon Noodle Bowl, 9.73 Ounce Bowls (Pack of 6)		0623QCD7IFS	cst 125376	25		2016-06-23 08:17:24 PDT		y	1			11				B000LQNKAA			1	N		B000LQNKAA				AMAZON_NA													Default Amazon Template
Trojan Pleasure Pack NEW MIX Premium Lubricated Latex Condoms - 40 Count Vari...		0704QMN6B5A	cst 127401	16.15		2016-07-04 09:06:46 PDT		y	1			11				B010MR7F6W			1	N		B010MR7F6W				AMAZON_NA													Default Amazon Template
Caffe D'Vita Mocha Cappuccino Hot or Cold Cappuccino Mix 64 Oz		0614QEKLRIY	cst 1396	18.29		2016-06-13 17:33:12 PDT		y	1			11				B0018VDKHU			1	N		B0018VDKHU				AMAZON_NA													Default Amazon Template
Tops Perforated Junior Pad, Canary Yellow, 24 Count		0613QC88FLA	cst 1469	14.98		2016-06-13 09:33:54 PDT		y	1			11				B018WQZ5FI			1	N		B018WQZ5FI				AMAZON_NA													Default Amazon Template
Kirkland Signature Sahale Snacks Cashew-Pistachio Nut Crisp with Lemon Apples...		0629Q0NYV8G	cst 16y8416a	20.99		2016-06-29 11:53:15 PDT		y	1			11				B01H1O3XJC			1	N		B01H1O3XJC				AMAZON_NA													Default Amazon Template
Nature Valley 1.2 Ounce Sweet and Salty Peanut Granola Bars 48 Count Value Box		0623QCEJN9G	cst 1952	18.99		2016-06-23 08:31:59 PDT		y	1			11				B003BGBVQ2			1	N		B003BGBVQ2				AMAZON_NA													Default Amazon Template
Naproxen Sodium by Kirkland Signature - 400 caplets 220 mg Non Prescription S...		0724QIEML0Y	cst 197197	18.98		2016-07-24 10:58:26 PDT		y	1			11				B005ECO6JU			1	N		B005ECO6JU				AMAZON_NA													Default Amazon Template
Green Tea Fat Burner Dietary Supplement 200 soft gels		0709QFYAUPM	cst 2029184	25	0	2016-07-09 15:49:46 PDT		y	1			11				B004JO8D3E			1	N		B004JO8D3E			0	DEFAULT													Default Amazon Template
Ghirardelli Sweet Ground White Chocolate Flavored Beverage Mix, 10-Pound Package		0715Q7DNPJS	cst 2116167	48	0	2016-07-15 09:17:29 PDT		y	1			11				B001G604XU			1	N		B001G604XU			0	DEFAULT													Default Amazon Template
La Dolce Vita Classic Italian Biscotti NET WT 40 OZ (1.14 Kg)		0608QONLMB4	cst 219854	19.49		2016-06-08 11:55:51 PDT		y	1			11				B002KB76AY			1	N		B002KB76AY				AMAZON_NA													Default Amazon Template
MARIANI Sliced Premium Almonds All Natural - 32 Oz		0623QCH8QZA	cst 219997	17.13		2016-06-23 08:58:40 PDT		y	1			11				B005013GEG			1	N		B005013GEG				AMAZON_NA													Default Amazon Template
Tops 100-Sheet Legal Pads (pack of 9 pads), Canary Yellow		0613QC8YJ1A	cst 233322	20.4		2016-06-13 09:38:00 PDT		y	1			11				B001QY63XW			1	N		B001QY63XW				AMAZON_NA													Default Amazon Template
Signature 100% Colombian Coffee, Supremo Bean Dark Roast Fine Grind, 42/1.75 ...		0704QNAQDBY	cst 25484	29.26		2016-07-04 10:50:50 PDT		y	1			11				B00196T0LE			1	N		B00196T0LE				AMAZON_NA													Default Amazon Template
Metamucil With 100% Natural Psylluim Fiber, Orange, 48.2-Ounce Bottle (Pack o...		0724QIDFXDM	cst 260295	35.97		2016-07-24 10:49:11 PDT		y	1			11				B001N0LPIC			1	N		B001N0LPIC				AMAZON_NA													Default Amazon Template
Grey Poupon Dijon Mustard, 32 Ounce		0711QJZS2JS	cst 27398	18.42		2016-07-10 18:33:28 PDT		y	1			11				B00NLVKDFW			1	N		B00NLVKDFW				AMAZON_NA													Default Amazon Template
Cafe Bustelo Ground Coffee 10 Oz (4 Pack)		0704QNGIF1Y	cst 286433	19.89		2016-07-04 11:13:33 PDT		y	1			11				B0086OWAMS			1	N		B0086OWAMS				AMAZON_NA													Default Amazon Template
Better Than Bouillon Organic Chicken Base, Reduced Sodium - 16 oz		0711QK0H08G	cst 287780	15.99		2016-07-10 18:36:29 PDT		y	1			11				B00415IRQO			1	N		B00415IRQO				AMAZON_NA													Default Amazon Template
Organic Mary's Gone Crackers, 10 oz bag - 2 ct		0726QRKF00M	cst 292575	12.75		2016-07-25 17:03:21 PDT		y	1			11				B00CACRW1G			1	N		B00CACRW1G				AMAZON_NA													Default Amazon Template
Kirkland Signature Maximum Strength Acid Controller, Famotidine Tablets USP, ...		0704QMM661A	cst 295735	16		2016-07-04 08:58:46 PDT		y	1			11				B002RL8FL6			1	N		B002RL8FL6				AMAZON_NA													Default Amazon Template
135oz Kirkland Eco Friendly Liquid Dish Soap Citrus Scent (1.05 Gallon Total)		0629Q0T2A1A	cst 295861	29		2016-06-29 12:45:20 PDT		y	1			11				B00F7Y7NZ4			1	N		B00F7Y7NZ4				AMAZON_NA													Default Amazon Template
5 Hour Berry Energy Shots 2/12pks		0724QIERW7G	cst 301363	51.99		2016-07-24 11:02:20 PDT		y	1			11				B004WD8F6W			1	N		B004WD8F6W				AMAZON_NA													Default Amazon Template
Aveeno Positively Radiant Daily Moisturizer SPF 15, 4 fl.oz. x 2 pack, Bonus ...		0726QRL1M7G	cst 317390	44.98		2016-07-25 17:14:33 PDT		y	1			11				B00R9V7KPG			1	N		B00R9V7KPG				AMAZON_NA													Default Amazon Template
Nabisco Mini Snack Variety Pack, 40 Count		0623QCCHMLY	cst 339718	17.7		2016-06-23 08:08:42 PDT		y	1			11				B005ECOBRM			1	N		B005ECOBRM				AMAZON_NA													Default Amazon Template
truRoots Organic Quinoa 100% Whole Grain Premium Quality, 4 lbs		0608QOOPOGM	cst 363110	19		2016-06-08 12:04:38 PDT		y	1			11				B002BWS1OM			1	N		B002BWS1OM				AMAZON_NA													Default Amazon Template
Kirkland Signature Maximum Strength Hydrocortisone Cream 1% with Aloe, 2-ounc...		0711QK5M2RA	cst 363651	12.47		2016-07-10 18:54:49 PDT		y	1			11				B002ZFQ318			1	N		B002ZFQ318				AMAZON_NA													Default Amazon Template
Kirkland Signature Pure Sea Salt, 30 Ounce		0623QDDD0TA	cst 384732	8.87		2016-06-23 14:26:57 PDT		y	1			11				B0034TY0A0			1	N		B0034TY0A0				AMAZON_NA													Default Amazon Template
